TOWN,LAT,LNG
14th Falls Estate,NO_RESULTS,NO_RESULTS
3G market,-1.27897800000000000000,36.91572620000000000000
Kamuiru,-0.79030530000000000000,37.16679230000000000000
Kamukabi,-0.77035190000000000000,36.93629260000000000000
Kamukabi,-0.77035190000000000000,36.93629260000000000000
Kamune,-0.60000000000000000000,37.01666670000000000000
Kamurugu,-0.74795430000000000000,37.65692710000000000000
Kamurugu,-0.74795430000000000000,37.65692710000000000000
Kamwana,-0.43438130000000000000,37.38382820000000000000
Kamwana Market,NO_RESULTS,NO_RESULTS
Kamwangi,-0.95881840000000000000,36.89900700000000000000
Kamwangi,-0.95881840000000000000,36.89900700000000000000
Kamwangi,-0.95881840000000000000,36.89900700000000000000
Kamwangi,-0.95881840000000000000,36.89900700000000000000
Kamwangi,-0.95881840000000000000,36.89900700000000000000
Kamwangi,-0.95881840000000000000,36.89900700000000000000
Kamwangi,-0.95881840000000000000,36.89900700000000000000
Kamwangi,-0.95881840000000000000,36.89900700000000000000
Kamwangi,-0.95881840000000000000,36.89900700000000000000
Kamweti,-0.33333300000000000000,37.31666700000000000000
Kamweti,-0.33333300000000000000,37.31666700000000000000
Kamwimbi,-0.44302320000000000000,37.75392650000000000000
Kamwimbi,-0.44302320000000000000,37.75392650000000000000
kandara,-1.27559190000000000000,36.78943740000000000000
kandara,-1.27559190000000000000,36.78943740000000000000
kandara,-1.27559190000000000000,36.78943740000000000000
kandara,-1.27559190000000000000,36.78943740000000000000
kandara,-1.27559190000000000000,36.78943740000000000000
Kandara,-1.27559190000000000000,36.78943740000000000000
Kandongu Market,NO_RESULTS,NO_RESULTS
Kandongu Market,NO_RESULTS,NO_RESULTS
Kangaita,-0.42407160000000000000,37.26778360000000000000
Kangari,-0.78574930000000000000,36.91111450000000000000
Kangari,-0.78574930000000000000,36.91111450000000000000
Kangari,-0.78574930000000000000,36.91111450000000000000
Kangari,-0.78574930000000000000,36.91111450000000000000
Kangari,-0.78574930000000000000,36.91111450000000000000
Kangari,-0.78574930000000000000,36.91111450000000000000
kangari,-0.78574930000000000000,36.91111450000000000000
Kangari,-0.78574930000000000000,36.91111450000000000000
Kangari,-0.78574930000000000000,36.91111450000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangema,-0.68461000000000000000,36.96351020000000000000
Kangui,-0.05075810000000000000,36.39669390000000000000
Kangui,-0.05075810000000000000,36.39669390000000000000
Kangui,-0.05075810000000000000,36.39669390000000000000
Kangunduini,-1.30556710000000000000,37.34532150000000000000
Kangunduini,-1.30556710000000000000,37.34532150000000000000
Kangunduini,-1.30556710000000000000,37.34532150000000000000
Kanorero Town,NO_RESULTS,NO_RESULTS
Kanunga,-0.82816330000000000000,36.87816570000000000000
Kanunga,-0.82816330000000000000,36.87816570000000000000
Kanyenyaini,-0.68810850000000000000,36.89228470000000000000
Kanyenyaini,-0.68810850000000000000,36.89228470000000000000
Kanyenyaini,-0.68810850000000000000,36.89228470000000000000
Kanyenyaini,-0.68810850000000000000,36.89228470000000000000
Kanyenyaini,-0.68810850000000000000,36.89228470000000000000
Kanyenyaini,-0.68810850000000000000,36.89228470000000000000
Kanyoni,-1.29797350000000000000,36.86156500000000000000
Kanyoni,-1.29797350000000000000,36.86156500000000000000
Kanyotu,-0.49283370000000000000,37.26862910000000000000
Karaba,-0.77008320000000000000,37.36803220000000000000
Karaba,-0.77008320000000000000,37.36803220000000000000
Karaba,-0.77008320000000000000,37.36803220000000000000
Karaini,-1.28080460000000000000,36.81836230000000000000
Karama,0.23694880000000000000,37.83515340000000000000
karandi,0.27713820000000000000,36.31763810000000000000
Karandi,0.27713820000000000000,36.31763810000000000000
Karandi,0.27713820000000000000,36.31763810000000000000
Karandi,0.27713820000000000000,36.31763810000000000000
Karangatha,-0.78307340000000000000,36.63532730000000000000
Karangatha,-0.78307340000000000000,36.63532730000000000000
Karangatha,-0.78307340000000000000,36.63532730000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatina,-0.48315800000000000000,37.12735490000000000000
Karatu,-0.94551090000000000000,36.82518480000000000000
Karatu,-0.94551090000000000000,36.82518480000000000000
Karia Market,NO_RESULTS,NO_RESULTS
Kariamu,NO_RESULTS,NO_RESULTS
Kariene,-0.04062470000000000000,37.66467060000000000000
Kariene,-0.04062470000000000000,37.66467060000000000000
Kariene,-0.04062470000000000000,37.66467060000000000000
Kariene,-0.04062470000000000000,37.66467060000000000000
Kariene,-0.04062470000000000000,37.66467060000000000000
Karii,-1.25929010000000000000,36.75083780000000000000
Karii,-1.25929010000000000000,36.75083780000000000000
Kariko,-0.57773800000000000000,36.88560960000000000000
Kariko,-0.57773800000000000000,36.88560960000000000000
Karingari,-0.46939800000000000000,37.50647660000000000000
