"","TOWN","LAT","LNG"
"1420","Nyeri","-0.416667","36.95"
"1421","Nyeri","-0.416667","36.95"
"1422","Nyeri","-0.416667","36.95"
"1423","Nyeri","-0.416667","36.95"
"1424","Nyeri","-0.416667","36.95"
"1425","Nyeri","-0.416667","36.95"
"1426","Nyeri","-0.416667","36.95"
"1427","Nyeri","-0.416667","36.95"
"1428","Nyeri","-0.416667","36.95"
"1429","Nyeri","-0.416667","36.95"
"1430","Nyeri","-0.416667","36.95"
"1431","Nyeri","-0.416667","36.95"
"1432","Nyeri","-0.416667","36.95"
"1433","Nyeri","-0.416667","36.95"
"1434","Nyeri","-0.416667","36.95"
"1435","Nyeri","-0.416667","36.95"
"1436","Nyeri","-0.416667","36.95"
"1437","Nyeri","-0.416667","36.95"
"1438","Nyeri","-0.416667","36.95"
"1439","Nyeri","-0.416667","36.95"
"1440","Nyeri","-0.416667","36.95"
"1441","Nyeri","-0.416667","36.95"
"1442","Nyeri","-0.416667","36.95"
"1443","Nyeri","-0.416667","36.95"
"1444","Nyeri","-0.416667","36.95"
"1445","Nyeri","-0.416667","36.95"
"1446","Nyeri","-0.416667","36.95"
"1447","Nyeri","-0.416667","36.95"
"1448","Nyeri","-0.416667","36.95"
"1449","Nyeri","-0.416667","36.95"
"1450","Nyeri","-0.416667","36.95"
"1451","Nyeri","-0.416667","36.95"
"1452","Nyeri","-0.416667","36.95"
"1453","Nyeri","-0.416667","36.95"
"1454","Nyeri","-0.416667","36.95"
"1455","Nyonjoro","-0.2816848","36.1735467"
"1456","OLkalao","-0.272699","36.3775152"
"1457","Olkalao","-0.272699","36.3775152"
"1458","Olkalao","-0.272699","36.3775152"
"1459","Olkalau","-0.272699","36.3775152"
"1460","Olkalau","-0.272699","36.3775152"
"1461","Olkalau","-0.272699","36.3775152"
"1462","Olkalau","-0.272699","36.3775152"
"1463","Olkalau","-0.272699","36.3775152"
"1464","Olkalau","-0.272699","36.3775152"
"1465","Olkalau","-0.272699","36.3775152"
"1466","Olkalau","-0.272699","36.3775152"
"1467","Olkalau","-0.272699","36.3775152"
"1468","Olkalau","-0.272699","36.3775152"
"1469","Olkalau","-0.272699","36.3775152"
"1470","Olkalau","-0.272699","36.3775152"
"1471","Olkalau","-0.272699","36.3775152"
"1472","Olkalau","-0.272699","36.3775152"
"1473","Olkalau","-0.272699","36.3775152"
"1474","Olkalau","-0.272699","36.3775152"
"1475","Olkalau","-0.272699","36.3775152"
"1476","Olkalau","-0.272699","36.3775152"
"1477","Olmoran","0.4494388","36.4116273"
"1478","Olmoran","0.4494388","36.4116273"
"1483","Othaya","-0.5517507","36.9447027"
"1484","Othaya","-0.5517507","36.9447027"
"1485","Othaya","-0.5517507","36.9447027"
"1486","Othaya","-0.5517507","36.9447027"
"1487","Othaya","-0.5517507","36.9447027"
"1488","Othaya","-0.5517507","36.9447027"
"1489","Othaya","-0.5517507","36.9447027"
"1490","Othaya","-0.5517507","36.9447027"
"1491","Othaya","-0.5517507","36.9447027"
"1492","Othaya","-0.5517507","36.9447027"
"1493","Othaya","-0.5517507","36.9447027"
"1494","Othaya","-0.5517507","36.9447027"
"1495","Othaya","-0.5517507","36.9447027"
"1496","Othaya","-0.5517507","36.9447027"
"1497","Othaya","-0.5517507","36.9447027"
"1498","Othaya","-0.5517507","36.9447027"
"1499","Othaya","-0.5517507","36.9447027"
"1500","Othaya","-0.5517507","36.9447027"
"1501","Othaya","-0.5517507","36.9447027"
"1502","Othaya","-0.5517507","36.9447027"
"1503","Othaya","-0.5517507","36.9447027"
"1504","Othaya","-0.5517507","36.9447027"
"1505","Othaya","-0.5517507","36.9447027"
"1506","Othaya","-0.5517507","36.9447027"
"1507","Othaya rd","-1.2851306","36.7756536"
"1508","Pesi","0.0859927","36.6556918"
"1509","Punda Millia","-1.3125842","36.8289991"
"1510","Rironi","-1.1506064","36.6415662"
"1511","Rironi","-1.1506064","36.6415662"
"1513","Ruiri","-1.148889","36.956944"
"1514","Ruiri","-1.148889","36.956944"
"1515","Ruiri","-1.148889","36.956944"
"1516","Ruiri","-1.148889","36.956944"
"1517","Ruiri","-1.148889","36.956944"
"1518","Ruirii","-1.148889","36.956944"
"1521","Rumuruti","0.2671366","36.539177"
"1522","Rumuruti","0.2671366","36.539177"
"1523","Rumuruti","0.2671366","36.539177"
"1524","Rumuruti","0.2671366","36.539177"
"1525","Rumuruti","0.2671366","36.539177"
"1526","Rurii","-1.2556684","36.6255869"
"1527","Rurii","-1.2556684","36.6255869"
"1528","Rurii","-1.2556684","36.6255869"
"1529","Rurii","-1.2556684","36.6255869"
"1530","Ruringu","-0.4410956","36.9604164"
"1531","Ruringu","-0.4410956","36.9604164"
"1532","Ruringu","-0.4410956","36.9604164"
"1533","Ruringu","-0.4410956","36.9604164"
"1535","Ruthagati","-0.4409076","37.082624"
"1536","Ruthagati","-0.4409076","37.082624"
"1537","Rwanyambo","-0.3833333","34.15"
"1538","Rwanyambo","-0.3833333","34.15"
"1539","Rwathia","-0.6672461","36.9171819"
"1540","Sabasaba","-1.2720127","36.9154742"
"1541","Sabasaba","-1.2720127","36.9154742"
"1542","Sabasaba","-1.2720127","36.9154742"
"1543","Sabasaba","-1.2720127","36.9154742"
"1544","Sabasaba","-1.2720127","36.9154742"
"1545","Sabasaba","-1.2720127","36.9154742"
"1546","Sabasaba","-1.2720127","36.9154742"
"1547","Sagana","-0.6695132","37.2061138"
"1548","Sagana","-0.6695132","37.2061138"
"1549","Sagana","-0.6695132","37.2061138"
"1550","Sagana","-0.6695132","37.2061138"
"1551","Sagana","-0.6695132","37.2061138"
"1552","Sagana","-0.6695132","37.2061138"
"1553","Sagana","-0.6695132","37.2061138"
"1554","Salama","-1.8506062","37.2570821"
"1555","Shamata","-0.1166667","36.55"
"1556","Shamata","-0.1166667","36.55"
"1557","Shamata","-0.1166667","36.55"
"1558","Shamata","-0.1166667","36.55"
"1559","Shamata","-0.1166667","36.55"
"1560","Shamata","-0.1166667","36.55"
"1561","Shamata","-0.1166667","36.55"
"1562","Shauri","-1.2815","36.8172535"
"1563","Shauri","-1.2815","36.8172535"
"1564","Shauri","-1.2815","36.8172535"
"1565","Shauri","-1.2815","36.8172535"
"1566","Silibwet","-0.7303033","35.3478133"
"1567","Sipili","0.4333333","36.3833333"
"1568","Sipili","0.4333333","36.3833333"
"1569","Sipili","0.4333333","36.3833333"
"1570","Sipili","0.4333333","36.3833333"
"1571","Sipili","0.4333333","36.3833333"
"1572","Sipili","0.4333333","36.3833333"
"1573","Sipili","0.4333333","36.3833333"
"1574","Sipili","0.4333333","36.3833333"
"1575","Sipili","0.4333333","36.3833333"
"1576","Skuta","-0.434724","36.9682114"
"1577","Skuta","-0.434724","36.9682114"
"1578","Skuta","-0.434724","36.9682114"
"1579","Soko Mjinga","-4.0752088","39.638537"
"1580","Soko Mjinga","-4.0752088","39.638537"
"1581","Soko Mjinga","-4.0752088","39.638537"
"1582","Soko Mjinga","-4.0752088","39.638537"
"1583","Sololo","3.541985","38.658291"
"1584","South Kinangop","-0.719112","36.650181"
"1585","South Kinangop","-0.719112","36.650181"
"1586","South Kinangop","-0.719112","36.650181"
"1587","South Kinangop","-0.719112","36.650181"
"1588","Subuigia","-0.0018807","36.2278245"
"1589","Subuigia","-0.0018807","36.2278245"
"1590","Subukia","-0.0018807","36.2278245"
"1591","Subukia","-0.0018807","36.2278245"
"1592","Subukia","-0.0018807","36.2278245"
"1593","Subukia","-0.0018807","36.2278245"
"1594","Subukia","-0.0018807","36.2278245"
"1595","Subukia","-0.0018807","36.2278245"
"1596","Subukia","-0.0018807","36.2278245"
"1597","Subukia","-0.0018807","36.2278245"
"1598","Subukia","-0.0018807","36.2278245"
"1599","Subukia","-0.0018807","36.2278245"
"1600","Subukia","-0.0018807","36.2278245"
"1601","Subukia","-0.0018807","36.2278245"
"1602","Subukia","-0.0018807","36.2278245"
"1603","Subuku","0.15","36.366667"
"1604","Subuku","0.15","36.366667"
"1605","Subuku","0.15","36.366667"
"1606","Subuku","0.15","36.366667"
"1607","Suera","-0.0124645","36.3752774"
"1608","Suera","-0.0124645","36.3752774"
"1609","Suguta Marmar","0.826081","36.6897976"
"1610","Sulmac","-0.8448243","36.3606434"
"1614","Tambaya","-0.5232313","37.0265634"
"1615","Tetu","-0.4395132","36.9121313"
"1616","Thaita","1.7505556","36.1836111"
"1617","Thangathi","-0.5671063","37.1252489"
"1618","Thangathi","-0.5671063","37.1252489"
"1620","Thiba","-1.0387569","37.0833753"
"1621","Thiguku","-0.5584163","37.2336893"
"1622","Thika","-1.0387569","37.0833753"
"1623","Thika","-1.0387569","37.0833753"
"1624","Thika","-1.0387569","37.0833753"
"1625","Thika","-1.0387569","37.0833753"
"1626","Thika","-1.0387569","37.0833753"
"1627","Thika","-1.0387569","37.0833753"
"1628","Thika","-1.0387569","37.0833753"
"1629","Thika","-1.0387569","37.0833753"
"1630","Thika","-1.0387569","37.0833753"
"1631","Thika","-1.0387569","37.0833753"
"1632","Thika","-1.0387569","37.0833753"
"1633","Thika","-1.0387569","37.0833753"
"1634","Thika","-1.0387569","37.0833753"
"1635","Thika","-1.0387569","37.0833753"
"1636","Thika","-1.0387569","37.0833753"
"1637","Thika","-1.0387569","37.0833753"
"1638","Thika","-1.0387569","37.0833753"
"1639","Thika","-1.0387569","37.0833753"
"1640","Thika","-1.0387569","37.0833753"
"1641","Thika","-1.0387569","37.0833753"
"1642","Thika","-1.0387569","37.0833753"
"1643","Thika","-1.0387569","37.0833753"
"1644","Thika","-1.0387569","37.0833753"
"1645","Thika","-1.0387569","37.0833753"
"1646","Thika","-1.0387569","37.0833753"
"1647","Thika","-1.0387569","37.0833753"
"1648","Thika","-1.0387569","37.0833753"
"1649","Thika","-1.0387569","37.0833753"
"1650","Thika","-1.0387569","37.0833753"
"1651","Thika","-1.0387569","37.0833753"
"1652","Thika","-1.0387569","37.0833753"
"1653","Thika","-1.0387569","37.0833753"
"1654","Thika","-1.0387569","37.0833753"
"1655","Thika","-1.0387569","37.0833753"
"1656","Thika","-1.0387569","37.0833753"
"1657","Thika","-1.0387569","37.0833753"
"1658","Thika","-1.0387569","37.0833753"
"1659","Thika","-1.0387569","37.0833753"
"1660","Thika","-1.0387569","37.0833753"
"1661","Thika","-1.0387569","37.0833753"
"1662","Thika","-1.0387569","37.0833753"
"1663","Thika","-1.0387569","37.0833753"
"1664","Thika","-1.0387569","37.0833753"
"1665","Thika","-1.0387569","37.0833753"
"1666","Thika","-1.0387569","37.0833753"
"1667","Thika","-1.0387569","37.0833753"
"1668","Thika","-1.0387569","37.0833753"
"1669","Thika","-1.0387569","37.0833753"
"1670","Thika","-1.0387569","37.0833753"
"1671","Thika","-1.0387569","37.0833753"
"1672","Thika","-1.0387569","37.0833753"
"1673","Thika","-1.0387569","37.0833753"
"1674","Thika","-1.0387569","37.0833753"
"1675","Thika","-1.0387569","37.0833753"
"1676","Thika","-1.0387569","37.0833753"
"1677","Thika","-1.0387569","37.0833753"
"1678","Thika","-1.0387569","37.0833753"
"1679","Thika","-1.0387569","37.0833753"
"1680","Thika","-1.0387569","37.0833753"
"1681","Thika","-1.0387569","37.0833753"
"1682","Thika","-1.0387569","37.0833753"
"1683","Thika","-1.0387569","37.0833753"
"1684","Thika","-1.0387569","37.0833753"
"1685","Thika","-1.0387569","37.0833753"
"1686","Thika","-1.0387569","37.0833753"
"1687","Thika","-1.0387569","37.0833753"
"1688","Thika","-1.0387569","37.0833753"
"1689","Thika","-1.0387569","37.0833753"
"1690","Thika","-1.0387569","37.0833753"
"1691","Thika","-1.0387569","37.0833753"
"1692","Thika","-1.0387569","37.0833753"
"1693","Thika","-1.0387569","37.0833753"
"1694","Thika","-1.0387569","37.0833753"
"1695","Thika","-1.0387569","37.0833753"
"1696","Thika","-1.0387569","37.0833753"
"1697","Thika","-1.0387569","37.0833753"
"1698","Thika","-1.0387569","37.0833753"
"1699","Thika","-1.0387569","37.0833753"
"1700","Thika","-1.0387569","37.0833753"
"1701","Thika","-1.0387569","37.0833753"
"1702","Thika","-1.0387569","37.0833753"
"1703","Thika","-1.0387569","37.0833753"
"1704","Thika","-1.0387569","37.0833753"
"1705","Thika","-1.0387569","37.0833753"
"1706","Thika","-1.0387569","37.0833753"
"1707","Thika","-1.0387569","37.0833753"
"1708","Thika","-1.0387569","37.0833753"
"1709","Thika","-1.0387569","37.0833753"
"1710","Thika","-1.0387569","37.0833753"
"1711","Thika","-1.0387569","37.0833753"
"1712","Thika","-1.0387569","37.0833753"
"1713","Thika","-1.0387569","37.0833753"
"1714","Thika","-1.0387569","37.0833753"
"1715","Thika","-1.0387569","37.0833753"
"1716","Thika","-1.0387569","37.0833753"
"1717","Thika","-1.0387569","37.0833753"
"1718","Thika","-1.0387569","37.0833753"
"1719","Thika","-1.0387569","37.0833753"
"1720","Thika","-1.0387569","37.0833753"
"1721","Thika","-1.0387569","37.0833753"
"1722","Thika","-1.0387569","37.0833753"
"1723","Thika","-1.0387569","37.0833753"
"1724","Thika","-1.0387569","37.0833753"
"1725","Thika","-1.0387569","37.0833753"
"1726","Thika","-1.0387569","37.0833753"
"1727","Thika","-1.0387569","37.0833753"
"1728","Thika","-1.0387569","37.0833753"
"1729","Thika","-1.0387569","37.0833753"
"1730","Thika","-1.0387569","37.0833753"
"1731","Thika","-1.0387569","37.0833753"
"1732","Thika","-1.0387569","37.0833753"
"1733","Thika","-1.0387569","37.0833753"
"1734","Thika","-1.0387569","37.0833753"
"1735","Thika","-1.0387569","37.0833753"
"1736","Thika","-1.0387569","37.0833753"
"1737","Thika","-1.0387569","37.0833753"
"1738","Thika","-1.0387569","37.0833753"
"1739","Thika","-1.0387569","37.0833753"
"1740","Thika","-1.0387569","37.0833753"
"1741","Thika","-1.0387569","37.0833753"
"1742","Thika","-1.0387569","37.0833753"
"1743","Thika","-1.0387569","37.0833753"
"1744","Thika","-1.0387569","37.0833753"
"1745","Thika","-1.0387569","37.0833753"
"1746","Thika","-1.0387569","37.0833753"
"1747","Thika","-1.0387569","37.0833753"
"1748","Thika","-1.0387569","37.0833753"
"1749","Thika","-1.0387569","37.0833753"
"1750","Thika","-1.0387569","37.0833753"
"1751","Thika","-1.0387569","37.0833753"
"1752","Thika","-1.0387569","37.0833753"
"1753","Thika","-1.0387569","37.0833753"
"1754","Thika","-1.0387569","37.0833753"
"1755","Thika","-1.0387569","37.0833753"
"1756","Thika","-1.0387569","37.0833753"
"1757","Thika","-1.0387569","37.0833753"
"1758","Thika","-1.0387569","37.0833753"
"1759","Thika","-1.0387569","37.0833753"
"1760","Thika","-1.0387569","37.0833753"
"1761","Thika","-1.0387569","37.0833753"
"1762","Thika","-1.0387569","37.0833753"
"1763","Thika","-1.0387569","37.0833753"
"1764","Thika","-1.0387569","37.0833753"
"1765","Thika","-1.0387569","37.0833753"
"1766","Thika","-1.0387569","37.0833753"
"1767","Thika","-1.0387569","37.0833753"
"1768","Thika","-1.0387569","37.0833753"
"1769","Thika","-1.0387569","37.0833753"
"1770","Thika","-1.0387569","37.0833753"
"1771","Thika","-1.0387569","37.0833753"
"1772","Thika","-1.0387569","37.0833753"
"1773","Thika","-1.0387569","37.0833753"
"1774","Thika","-1.0387569","37.0833753"
"1775","Thika","-1.0387569","37.0833753"
"1776","Thika","-1.0387569","37.0833753"
"1777","Thika","-1.0387569","37.0833753"
"1778","Thika","-1.0387569","37.0833753"
"1779","Thika","-1.0387569","37.0833753"
"1780","Thika","-1.0387569","37.0833753"
"1781","Thika","-1.0387569","37.0833753"
"1782","Thika","-1.0387569","37.0833753"
"1783","Thika","-1.0387569","37.0833753"
"1784","Thika","-1.0387569","37.0833753"
"1785","Thika","-1.0387569","37.0833753"
"1786","Thika","-1.0387569","37.0833753"
"1787","Thika","-1.0387569","37.0833753"
"1788","Thika","-1.0387569","37.0833753"
"1789","Thika","-1.0387569","37.0833753"
"1790","Thika","-1.0387569","37.0833753"
"1791","Thika","-1.0387569","37.0833753"
"1792","Thika","-1.0387569","37.0833753"
"1793","Thika","-1.0387569","37.0833753"
"1794","Thika","-1.0387569","37.0833753"
"1795","Thika","-1.0387569","37.0833753"
"1796","Thika","-1.0387569","37.0833753"
"1797","Thika","-1.0387569","37.0833753"
"1798","Thika","-1.0387569","37.0833753"
"1799","Thika","-1.0387569","37.0833753"
"1801","Thunguri","-0.5666667","37.0166667"
"1802","Tumutumu","-0.4938466","37.0879219"
"1803","Tumutumu","-0.4938466","37.0879219"
"1804","Tunyai","-0.1569525","37.8167329"
"1805","Turasha","-0.50601","36.40333"
"1806","Turasha","-0.50601","36.40333"
"1807","Turasha","-0.50601","36.40333"
"1808","Turuturu","-0.8371949","37.0116413"
"1809","Ugweri","-0.4793598","37.6000644"
"1810","Ugweri","-0.4793598","37.6000644"
"1811","Ugweri","-0.4793598","37.6000644"
"1812","Upper Rift","1.0183221","35.002951"
"1813","Upper Rift","1.0183221","35.002951"
"1821","Wamagana","-0.4763128","36.9295859"
"1822","Wamba","0.983333","37.316667"
"1823","Wamba","0.983333","37.316667"
"1824","Wamba","0.983333","37.316667"
"1825","Wamba","0.983333","37.316667"
"1826","Wamba","0.983333","37.316667"
"1827","Wamba","0.983333","37.316667"
"1828","Wamwangi","-1.0030748","36.9205655"
"1829","Wango","-0.827768","37.3882368"
"1830","Wango","-0.827768","37.3882368"
"1831","Wanguri Market","-12.3753032","130.8906531"
"1832","Wanjengi Market","-1.220061","36.7134413"
"1833","Wanjohi","0.1128849","36.3389745"
"1834","Wanjohi","0.1128849","36.3389745"
"1835","Wanjohi","0.1128849","36.3389745"
"1836","Wanjohi","0.1128849","36.3389745"
"1837","Watuka","-0.2845276","36.7651463"
"1838","Weru","-0.3484275","37.7255702"
"1839","Weteithie","-1.035094","37.0749575"
"1840","witethie","-1.035094","37.0749575"
"1841","witethie","-1.035094","37.0749575"
"1842","witethie","-1.035094","37.0749575"
"1843","witethie","-1.035094","37.0749575"
"1844","witethie","-1.035094","37.0749575"
"1845","Witima","-2.388611","40.438056"
"1846","Wiyumiririe","-0.0754881","36.5731859"
"1847","Wiyumiririe","-0.0754881","36.5731859"
"1848","Wiyumiririe","-0.0754881","36.5731859"
"1849","Wiyumiririe","-0.0754881","36.5731859"
"1850","Wiyumiririe","-0.0754881","36.5731859"
"1851","Wiyumiririe","-0.0754881","36.5731859"
"1852","Wiyumiririe","-0.0754881","36.5731859"
"1853","Wiyumiririe","-0.0754881","36.5731859"
"1854","Wiyumiririe","-0.0754881","36.5731859"
"1857","Ziwani","-3.379939","37.788639"
"1858","Ziwani","-3.379939","37.788639"
"1860","Bura","-1.5","40.033333"
"1861","Bura","-1.5","40.033333"
"1862","Bura","-1.5","40.033333"
"1863","Bura","-1.5","40.033333"
"1864","Bura","-1.5","40.033333"
"1866","Bura Station","-1.104357","39.951098"
"1867","Chakamba","-2.4263889","40.4436111"
"1869","Dembwa","-3.45","38.366667"
"1870","Denyenye","-4.144187","39.6175166"
"1871","Diani","-1.2951321","36.7735219"
"1872","Diani","-1.2951321","36.7735219"
"1873","Diani","-1.2951321","36.7735219"
"1874","Diani","-1.2951321","36.7735219"
"1875","Diani","-1.2951321","36.7735219"
"1876","Dzombo","-4.4501959","39.2140245"
"1877","Eldoro","0.516667","35.283333"
"1878","Eldoro","0.516667","35.283333"
"1879","Eldoro","0.516667","35.283333"
"1880","Faza","-2.06","41.11"
"1881","Faza","-2.06","41.11"
"1882","Faza","-2.06","41.11"
"1883","Faza","-2.06","41.11"
"1884","Garsen","-2.268333","40.110833"
"1885","Garsen","-2.268333","40.110833"
"1886","Garsen","-2.268333","40.110833"
"1887","Garsen","-2.268333","40.110833"
"1888","Garsen","-2.268333","40.110833"
"1889","Garsen","-2.268333","40.110833"
"1890","Garsen","-2.268333","40.110833"
"1891","Garsen","-2.268333","40.110833"
"1892","Gazi","-4.4244002","39.5064905"
"1893","Golbanti","-2.4587395","40.1874197"
"1894","Gongoni","-3.03399","40.14069"
"1895","Gongoni","-3.03399","40.14069"
"1896","Gongoni","-3.03399","40.14069"
"1897","Hindi","-2.1767894","40.8146311"
"1898","Hola","-1.5","40.033333"
"1901","Kaloleni","-3.817379","39.62628"
"1902","Kanagoni","-2.8157969","40.1474789"
"1904","Kasigau","-3.8263889","38.6625"
"1905","Kasigau","-3.8263889","38.6625"
"1906","Kibaoni","-3.7911174","39.823182"
"1907","Kibuyuni","-1.2543366","36.681661"
"1908","Kikoneni","-4.45","39.3"
"1909","Kilifi","-3.5106508","39.9093269"
"1910","Kinango","-4.1393386","39.3180297"
"1911","Kinango","-4.1393386","39.3180297"
"1912","Kingwede","-4.4919164","39.4572043"
"1913","Kipini","-2.5265605","40.529246"
"1914","Kipini","-2.5265605","40.529246"
"1915","Kipini","-2.5265605","40.529246"
"1916","Kiteje","-1.2822301","36.8198686"
"1917","Kombani","-4.1918973","39.5845754"
"1919","Kungu","-1.3281197","36.7800042"
"1920","Kwale","-4.166667","39.45"
"1921","Lamu","-2.2695575","40.9006408"
"1922","Likoni","-4.0929017","39.6614446"
"1923","Lukore","-4.3536859","39.3148649"
"1924","Lunga Lunga","-4.55","39.12"
"1925","Lunga Lunga","-4.55","39.12"
"1926","Lunga Lunga","-4.55","39.12"
"1927","Lunga Lunga","-4.55","39.12"
"1928","Mackinon Rd","-3.7251254","39.0332977"
"1929","Madogo","-0.4725528","39.6027669"
"1930","Magarini","-3.033333","40.066667"
"1931","Magarini","-3.033333","40.066667"
"1932","Magarini","-3.033333","40.066667"
"1933","Maktau","-3.397004","38.132191"
"1934","Malindi","-3.2191864","40.1168906"
"1935","Malindi","-3.2191864","40.1168906"
"1936","Mamba","-4.0428326","39.7023758"
"1937","Mangawani","-4.3647795","39.2471552"
"1938","Manyani","-3.0931833","38.4928765"
"1939","Manyani","-3.0931833","38.4928765"
"1940","Marafa","-3.03","39.95"
"1941","Marafa","-3.03","39.95"
"1942","Marereni","-2.87","40.1705556"
"1943","Marereni","-2.87","40.1705556"
"1944","Marereni","-2.87","40.1705556"
"1945","Mariakani","-3.8634574","39.4737607"
"1946","Mariakani","-3.8634574","39.4737607"
"1948","Mata","-3.05","37.75"
"1949","Matuga","-4.17","39.57"
"1950","Maungu","-3.5650324","38.7525257"
"1951","Mazeras","-3.966667","39.55"
"1952","Mbale","1.080556","34.175"
"1953","Mbololo","-3.2833333","38.4666667"
"1959","Mkapuni","-3.8978003","39.6081141"
"1960","Mkapuni","-3.8978003","39.6081141"
"1961","Mkongani","-1.2976047","36.8505924"
"1962","Mokowe","-2.2352243","40.8487826"
"1963","Mokowe","-2.2352243","40.8487826"
"1964","Mombasa","-4.0434771","39.6682065"
"1965","Mpeketoni","-2.390485","40.696841"
"1967","Msambweni","-4.47","39.48"
"1969","Mtito Andei","-2.69","38.17"
"1970","Mtongwe","-4.0917613","39.6440744"
"1971","Mwabungo","-4.3423193","39.5345002"
"1972","Mwachande","-4.4629888","39.3807238"
"1973","Mwaluvanga","-4.416667","39.35"
"1974","Mwangulu","-4.416667","39.133333"
"1975","Mwangulu","-4.416667","39.133333"
"1976","Mwatate","-3.5032932","38.3639837"
"1978","Ngao","-1.255682","36.8138308"
"1979","Ngomeni","-0.65","38.4"
"1980","Perani","-4.5262547","39.1787803"
"1981","Rabai","-1.2872408","36.8742471"
"1983","Sagalla","-3.4430556","38.575"
"1984","Samburu","-3.778638","39.2789"
"1985","Shikaadabu","-4.1136029","39.6383674"
"1986","Shimbahills","-4.2572222","39.3877778"
"1987","Shimoni","-4.6471628","39.3804134"
"1988","Tana river","-2.5236218","40.3389132"
"1990","Taru","-3.734468","39.152779"
"1992","Taveta","-3.4","37.683333"
"1993","Tiribe","-4.3300111","39.2489362"
"1994","Tiwi","-4.252778","39.591944"
"1995","Ukunda","-4.283333","39.566667"
"1996","Vanga","-4.660672","39.219364"
"1997","Voi","-3.3973104","38.5559336"
"1998","Wasini Island","-4.6578924","39.3645971"
"1999","Witu","-2.388611","40.438056"
"2000","Wundanyi","-3.401944","38.363889"
"2001","Wusi","-3.4534613","38.3506"
"2002","Antubetwe","0.3377418","37.9828799"
"2003","Arabia","-1.2616473","36.8387019"
"2004","Archers Post","0.6395829","37.667929"
"2006","Athi River","-1.4577245","36.9785033"
"2007","Athiru Rujine","0.3015433","37.9671192"
"2008","B.Ndingi","-0.19623","35.6919408"
"2009","Baani","4.3872222","36.2286111"
"2010","Bambo","3.4977778","41.0427778"
"2011","Bangal","1.7511111","40.0377778"
"2012","Bangale","-0.7296799","39.0137487"
"2013","Banisa","3.95","40.35"
"2014","Buna","2.788611","39.514722"
"2015","Bura East","-1.104357","39.951098"
"2016","Bute","2.0005345","39.7575272"
"2017","Chuka","-1.0387569","37.0833753"
"2019","Chuluni","-1.4154294","38.0375433"
"2021","Dadaab","0.051","40.314"
"2022","Dagahley","0.2136187","40.3154093"
"2023","daystar","-1.44173","37.04612"
"2024","Difathas","-0.5570734","37.4061514"
"2028","Ekalakala","-1.0977367","37.5332486"
"2029","Eldas","2.4853919","39.5672312"
"2030","Elwak","2.7946248","40.9341466"
"2031","Emali","-2.079689","37.4731352"
"2032","Embu","-0.5388381","37.4596409"
"2033","Embu Stage","-1.0089841","37.6989841"
"2034","Embu1","-0.5388381","37.4596409"
"2036","Ena","-0.4702502","37.5574492"
"2037","Entarara","-2.9965178","37.6243569"
"2039","Garissa","-0.4532293","39.6460988"
"2040","Griftu","2.0060326","39.750917"
"2041","Habaswein","1.0168475","39.4929916"
"2042","Hagardera","0.0094444","40.3755556"
"2043","Hulugho","-1.15","41.0666667"
"2045","Ichuga","-0.0070193","37.0662001"
"2046","Ifo","0.1104255","40.3139675"
"2048","Igoji","-0.1813733","37.6759087"
"2049","Iiani","-0.8921792","37.6484746"
"2050","ikalaasa","-1.53","37.67"
"2051","Ikanga","-1.7256046","38.0763683"
"2052","Ikombe","-1.2924147","37.671175"
"2053","Ikutha","-2.07","38.18"
"2054","Ikuu","-0.3750881","37.6727331"
"2055","Illasit","-2.9555131","37.5748064"
"2056","Ilpolei","0.3627778","37.0569444"
"2057","Iriga","-0.2781596","37.6377979"
"2059","Isinet","-2.7373433","37.5033975"
"2060","isinya","-1.6727148","36.8425202"
"2061","Isiolo","0.355636","37.5833061"
"2062","Itetani","-1.1164042","37.2725987"
"2063","Ithare","-1.2617158","36.8492471"
"2064","Ithiani","-1.2951321","36.7735219"
"2066","itithini","-1.7270917","37.5466776"
"2067","itithini","-1.7270917","37.5466776"
"2068","Itoleka","-1.4336708","37.9399672"
"2069","Itoleka","-1.4336708","37.9399672"
"2070","itugururu","-0.4178265","37.7104769"
"2071","itugururu","-0.4178265","37.7104769"
"2072","Kaani","-1.5073927","37.3707035"
"2073","Kabaa","-1.2502796","37.4518296"
"2074","Kabaa","-1.2502796","37.4518296"
"2075","Kabaa","-1.2502796","37.4518296"
"2076","Kabati","-0.95","37.1"
"2078","Kaewa","-0.9270751","37.6785684"
"2079","Kagio","-0.62515","37.2530686"
"2082","kajaido","-1.8420731","36.7918599"
"2083","Kakeani","-1.1505861","37.9436931"
"2084","kako","0.0558181","34.2901768"
"2085","Kakumuti","3.7067943","34.8665552"
"2086","Kakuyuni","-1.3657004","37.3456555"
"2087","Kalama","2.5333333","37.4"
"2088","Kalamba","-1.8792614","37.524138"
"2089","Kalambya","-1.4128713","37.2635651"
"2090","kalawa","-1.6517556","37.7038305"
"2091","kalawani","-1.5888625","37.4299486"
"2092","Kali","0.6135461","35.1221212"
"2093","Kaliambeu","-1.1748105","36.8304102"
"2094","Kalivu","-2.02","38.1"
"2095","kalongo","-1.8041895","37.4127643"
"2096","kalongo","-1.8041895","37.4127643"
"2097","Kambu","-1.1748105","36.8304102"
"2098","Kamutei","-1.9333333","38.0333333"
"2099","Kamuwongo","-0.7110725","38.0763683"
