917,EAST KABRAS,1,EAST KANO/WAWIDHI
470,EAST KAMAGAK,1,EAST SEME
522,EAST KANO/WAWIDHI,1,EAST WANGA
498,EAST SEME,1,EASTLEIGH NORTH
928,EAST WANGA,1,EASTLEIGH SOUTH
661,EASTLEIGH NORTH,1,EKALAKALA
660,EASTLEIGH SOUTH,1,EL-BARTA
308,EKALAKALA,1,ELBEN
762,EL-BARTA,1,ELDAS
413,ELBEN,1,ELGON
409,ELDAS,1,ELNUR/TULA TULA
843,ELGON,1,ELSANGALO
835,ELSANGALO,1,ELUGULU
866,ELUGULU,1,ELWAK NORTH
436,ELWAK,1,ELWAK SOUTH
446,ELWAK NORTH,1,EMALI/MULALA
445,ELWAK SOUTH,1,EMBAKASI
346,EMALI/MULALA,1,EMBOBUT
646,EMBAKASI,1,EMBOMOS
595,EMBOBUT,1,EMINING
580,EMBOMOS,1,EMSOO
562,EMINING,1,ENDO
582,EMSOO,1,ENGINEER
593,ENDO,1,ENTONET/LENKISIM
113,ENGINEER,1,ETENJE
616,ENTONET /LENKISM,1,EVURORE
408,ENUR,1,EWALEL CHAPCHAP
931,ETENJE,1,EWUASO OONKIDONG'I
247,EVURORE,1,FAFI
542,EWALEL/CHAPCHAP,1,FAZA
622,EWUASO OOKIDONGI,1,GAICHANJIRU
397,FAFI,1,GAKAWA
203,FAZA,1,GALBET
84,GAICHANJIRU,1,GANDA
132,GAKAWA,1,GANZE
393,GALBET,1,GARSEN CENTRAL
172,GANDA,1,GARSEN NORTH
162,GANZE,1,GARSEN SOUTH
242,GARSEN CENTRAL,1,GARSEN WEST
246,GARSEN NORTH,1,GATANGA
241,GARSEN SOUTH,1,GATARAKWA
244,GARSEN WEST,1,GATHANJI
78,GATANGA,1,GATHARA
136,GATARAKWA,1,GATHIGIRIRI
124,GATHANJI,1,GATINA
114,GATHARA,1,GATITU/MURUGURU
61,GATHIGIRIRI,1,GATONGORA
633,GATINA,1,GATUANYAGA
144,GATITU /MURUGURU,1,GATURI
141,GATITU/MURUGURU,1,GATURI NORTH
51,GATONGORA,1,GATURI SOUTH
57,GATUANYALA,1,GEM CENTRAL
93,GATURI,1,GEMBE
263,GATURI NORTH,1,GETA
255,GATURI SOUTH,1,GITARU
534,GEM CENTRAL,1,GITHABAI
476,GEMBE,1,GITHIGA
108,GETA,1,GITHIORO
31,GITARU,1,GITHOBOKONI
117,GITHABAI,1,GITHURAI
12,GITHIGA,1,GITOTHUA
109,GITHIORO,1,GITUAMBA
4,GITHOBOKONI,1,GITUGI
687,GITHURAI,1,GODOMA
50,GITOTHUA,1,GONGONI
2,GITUAMBA,1,GURAR
107,GITUGI,1,GUTICHA
422,GODOMA,1,GWASSI NORTH
170,GONGONI,1,GWASSI SOUTH
419,GURAR,1,HABASSWEIN
438,GUTICHA,1,HADADO/ATHIBOHOL
455,GWASSI NORTH,1,HARAMBEE
454,GWASSI SOUTH,1,HIRIMANI
428,HABASWEIN,1,HOMA BAY ARUJO
434,HADADO,1,HOMA BAY CENTRAL
676,HARAMBEE,1,HOMA BAY EAST
236,HIRIMANI,1,HOMA BAY WEST
450,HOMA-BAY ARUJO,1,HONGWE
449,HOMA-BAY EAST,1,HOSPITAL
451,HOMA-BAY WEST,1,HULUGHO
448,HOMABAY CENTRAL,1,HURUMA
208,HONGWE,1,IBRAHIM URE
54,HOSPITAL,1,ICHAGAKI
399,HULUGHO,1,IDAKHO SOUTH
679,HURUMA,1,IGAMBANG'OMBE
431,IBRAHIM URE,1,IGEMBE EAST
99,ICHAGAKI,1,IGOJI EAST
902,IDAKHO SOUTH,1,IGOJI WEST
380,IGAMBANGOMBE,1,IJARA
473,IGEMBE,1,IKANGA/KYATUNE
374,IGOJI EAST,1,IKINU
375,IGOJI WEST,1,IKOMBE
401,IJARA,1,ILCHAMUS
281,IKANGA/KYATUNE,1,ILDAMAT
11,IKINU,1,ILIMA
328,IKOMBE,1,ILKERIN
550,ILCHAMUS,1,ILOODOKILANI
603,ILDAMAT,1,IMARA DAIMA
335,ILIMA,1,IMARORO
737,ILKERIN,1,INOI
621,ILOODOKILANI,1,ISUKHA EAST
653,IMARA DAIMA,1,ISUKHA WEST
610,IMARORO,1,ITHANGA
70,INOI,1,ITHIRU
935,ISUKHA EAST,1,JARA JARA
936,ISUKHA WEST,1,JARAJILA
75,ITHANGA,1,JARIBUNI
82,ITHIRU,1,JILORE
396,JARAJILA,1,JUJA
161,JARIBUNI,1,JUNJU
384,JARJARA,1,KAALENG/KAIKOR
173,JILORE,1,KABARE
17,JUJA,1,KABARNET
156,JUNJU,1,KABARTONJO
798,KAALENG/KAIKOR,1,KABETE
64,KABARE,1,KABIEMIT
543,KABARNET,1,KABIRO
546,KABARTONJO,1,KABISAGA
32,KABETE,1,KABIYET
588,KABIEMIT,1,KABONDO EAST
632,KABIRO,1,KABONDO WEST
720,KABISAGA,1,KABONYO/KANYAGWAL
724,KABIYET,1,KABULA
465,KABONDO EAST,1,KABUOCH NORTH
466,KABONDO WEST,1,KABUOCH SOUTH/PALA
523,KABONYO /KANYAGWAL,1,KABWARENG
832,KABULA,1,KAERIS
478,KABUOCH NORTH,1,KAGAARI NORTH
481,KABUOCH SOUTH/PALA,1,KAGAARI SOUTH
707,KABWARENG,1,KAGAN
801,KAERIS,1,KAGUNDU-INI
262,KAGAARI NORTH,1,KAHAWA
259,KAGAARI SOUTH,1,KAHAWA WEST
486,KAGAN,1,KAHUMBU
85,KAGUNDU -INI,1,KAIMBAGA
685,KAHAWA,1,KAINUK
48,KAHAWA WENDANI,1,KAJULU
684,KAHAWA WEST,1,KAKSINGRI WEST
90,KAHUMBU,1,KAKUMA
126,KAIMBAGA,1,KAKUYUNI
790,KAINUK,1,KAKUZI/MITUBIRI
500,KAJULU,1,KALAMA
452,KAKSINGRI WEST,1,KALAPATA
807,KAKUMA,1,KALAWA
174,KAKUYUNI,1,KALIMONI
77,KAKUZI/MITUBIRI,1,KALOBEYEI
301,KALAMA,1,KALOKOL
802,KALAPATA,1,KALOLENI
359,KALAWA,1,KAMACHARIA
18,KALIMONI,1,KAMAHUHA
810,KALOBEYEI,1,KAMARINY
792,KALOKOL,1,KAMBE/RIBE
165,KALOLENI,1,KAMBITI
105,KAMACHARIA,1,KAMBURU
100,KAMAHUHA,1,KAMENU
584,KAMARINY,1,KAMOTHAI
180,KAMBE/RIBE,1,KAMUKUYWA
101,KAMBITI,1,KANAMKEMER
39,KAMBURU,1,KANG'ATOTHA
56,KAMENU,1,KANGAI
10,KAMOTHAI,1,KANGARI
838,KAMUKUYWA,1,KANGARU SOUTH
789,KANAMKEMER,1,KANGEMI
794,KANG'ATOTHA,1,KANGUNDO CENTRAL
58,KANGAI,1,KANGUNDO EAST
91,KANGARI,1,KANGUNDO NORTH
264,KANGARU SOUTH,1,KANGUNDO WEST
701,KANGEMI,1,KANJUIRI RANGE
293,KANGUNDO CENTRAL,1,KANYADOTO
294,KANGUNDO EAST,1,KANYALUO
295,KANGUNDO NORTH,1,KANYAMWA KOLOGI
296,KANGUNDO WEST,1,KANYAMWA KOSEWE
127,KANJUIRI,1,KANYANGI
482,KANYADOTO,1,KANYIKELA
458,KANYALUO,1,KANZIKO
480,KANYAMWA KOLOGI,1,KAPCHEMUTWA
483,KANYAMWA KOSEWE,1,KAPCHOK
279,KANYANGI,1,KAPCHORUA
484,KANYIKELA,1,KAPEDO/NAPEITOM
290,KANZIKU/SIMISI,1,KAPENGURIA
585,KAPCHEMUTWA,1,KAPKANGANI
817,KAPCHOK,1,KAPKATENY
727,KAPCHORUA,1,KAPKUGERWET
785,KAPEDO/NAPEITOM,1,KAPKURES
822,KAPENGURIA,1,KAPROPITA
716,KAPKANGANI,1,KAPSABET
841,KAPKATENY,1,KAPSASIAN
626,KAPKUGERWET,1,KAPSIMOTWO
778,KAPKURES,1,KAPSOWAR
544,KAPROPITA,1,KAPTAMA
718,KAPSABET,1,KAPTARAKWA
735,KAPSASIAN,1,KAPTEL/KAMOIYWO
731,KAPSIMOTWO,1,KAPTUMO-KABOI
598,KAPSOWAR,1,KAPUTIEI NORTH
842,KAPTAMA,1,KAPUTIR
587,KAPTARAKWA,1,KAPYEGO
710,KAPTEL/KAMOIYWO,1,KARAI
706,KAPTUMO-KABOI,1,KARAU
607,KAPUTIET,1,KAREN
803,KAPUTIR,1,KARIARA
594,KAPYEGO,1,KARIMA
35,KARAI,1,KARIOBANGI NORTH
128,KARAU,1,KARIOBANGI SOUTH
671,KAREN,1,KARITI
79,KARIARA,1,KARUMANDI
145,KARIMA,1,KARURA
647,KARIOBANGI NORTH,1,KARURI
657,KARIOBANGI SOUTH,1,KASARANI
72,KARITI,1,KASEI
131,KARU,1,KASGUNGA
63,KARUMANDI,1,KASIGAU
700,KARURA,1,KASIKEU
21,KARURI,1,KATANGI
664,KASARANI,1,KATHIANI CENTRAL
813,KASEI,1,KATHONZWENI
474,KASGUNGA,1,KATILIA
225,KASIGHAU,1,KATILU
350,KASIKEU,1,KAWANGWARE
329,KATANGI,1,KAYAFUNGO
297,KATHIANI CENTRAL,1,KAYOLE CENTRAL
357,KATHONZWENI,1,KAYOLE NORTH
787,KATILIA,1,KAYOLE SOUTH
804,KATILU,1,KEE
630,KAWANGWARE,1,KEEKONYOKIE
163,KAYAFUNGO,1,KEIYO
641,KAYOLE CENTRAL,1,KELELESHWA
643,KAYOLE NORTH,1,KEMBU
639,KAYOLE SOUTH,1,KEMELOI-MARABA
336,KEE,1,KENDU BAY
623,KEEKONYOKIE,1,KERIO DELTA
744,KEIYAN,1,KERUGOYA
777,KEIYO,1,KEYIAN
631,KELELESHWA,1,KHALABA
575,KEMBU,1,KHALALIO
703,KEMELOI-MARABA,1,KHASOKO
460,KENDU BAY,1,KHOLERA
786,KERIO DELTA,1,KHOROF HARAR
69,KERUGOYA,1,KIAGU
924,KHALABA,1,KIAMAIKO
442,KHALALIO,1,KIAMBERE
828,KHASOKO,1,KIAMBU TOWNSHIP
925,KHOLERA,1,KIAMWANGI
416,KHOROF HARAR,1,KIBAUNI
372,KIAGU,1,KIBIRI
682,KIAMAIKO,1,KIBIRICHIA
251,KIAMBERE,1,KIBISH
24,KIAMBU TOWNSHIP,1,KIGANJO
9,KIAMWANGI,1,KIGUMO
151,KIBANI,1,KIHARA
322,KIBAUNI,1,KIHUMBU-INI
459,KIBIRI,1,KIINE
365,KIBIRICHIA,1,KIKUMBULYU NORTH
799,KIBISH,1,KIKUMBULYU SOUTH
8,KIGANJO,1,KIKUYU
88,KIGUMO,1,KILGORIS CENTRAL
19,KIHARA,1,KILIBWONI
74,KIHUMBUINI,1,KILIMANI
351,KIIMAKIO KALANZONI,1,KILUNGU
73,KIINE,1,KIMANA
368,KIIRUA /NAAARI,1,KIMILILI
348,KIKIMBULYU SOUTH,1,KIMINTET
347,KIKUMBULYU NORTH,1,KIMORORI/WEMPA
344,KIKUMBULYU SOUTH,1,KINAKOMBA
37,KIKUYU,1,KINALE
739,KILGORIS CENTRAL,1,KINANGO
717,KILIBWONI,1,KINANIE
629,KILIMANI,1,KINGANDOLE
333,KILUNGU,1,KINONDO
618,KIMANA,1,KINOO
840,KIMILILI,1,KINYONA
742,KIMINDET,1,KINYORO
102,KIMORORI/WEMPA,1,KIPCHIMCHIM
240,KINAKOMBA,1,KIPINI EAST
41,KINALE,1,KIPINI WEST
181,KINANGO,1,KIPKAREN
319,KINANIE,1,KIPRERES
865,KINGANDOLE,1,KIPTUYA
143,KINGANJO,1,KIRIITA
201,KINONDO,1,KIRU
36,KINOO,1,KISA EAST
92,KINYONA,1,KISA NORTH
779,KINYORO,1,KISA WEST
625,KIPCHIMCHIM,1,KISANANA
243,KIPINI EAST,1,KISASI
245,KIPINI WEST,1,KISAU/KITETA
725,KIPKAREN,1,KISHUSHE /WUMINGU
574,KIPRERES,1,KISIMA
712,KIPTUIYA,1,KISUMU NORTH
120,KIRITI,1,KITENGELA
106,KIRU,1,KITHIMANI
901,KISA EAST,1,KITHIMU
900,KISA NORTH,1,KITHUNGO/KITUNDU
899,KISA WEST,1,KITISE/KITHUKI
560,KISANANA,1,KITISURU
277,KISASI,1,KITUI TOWNSHIP
364,KISAU/KITETA,1,KIUNGA
188,KISEMENI,1,KIUU
231,KISHUSHE /WUMINGU,1,KIVAA
366,KISIMA,1,KIWAWA
506,KISUMU NORTH,1,KOBUJOI
608,KITENGELA,1,KOBURA
330,KITHIMANI,1,KOCHIA
256,KITHIMU,1,KODICH
361,KITHUNGO KITUNDU,1,KOIBATEK
358,KITISEI/KITHUKI,1,KOJWACH
698,KITISURU,1,KOKWANYO/KAKELO
271,KITUI TOWNSHIP,1,KOLA
204,KIUNGA,1,KOLOWA
52,KIUU/GITHURAI,1,KOLWA CENTRAL
309,KIVAA,1,KOLWA EAST
815,KIWAWA,1,KOMAROCK
708,KOBUJOI,1,KONDELE
519,KOBURA,1,KONGONI
488,KOCHIA,1,KOROGOCHO
816,KODICH,1,KORONDILE
554,KOIBATEK,1,KOSIRAI
464,KOJWACH,1,KOTARUK/LOBEI
463,KOKWANYO/KAKELO,1,KOYO-NDURIO
302,KOLA,1,KOYONZO
564,KOLOWA/LOWIAT,1,KUBO SOUTH
503,KOLWA CENTRAL,1,KUKU
502,KOLWA EAST,1,KUKUMBULYU NORTH
640,KOMAROCK,1,KURGUNG/SURUNGAI
491,KONDELE,1,KURUONGI/SORONGAI
911,KONGONI,1,KUTULO
692,KOROGOCHO,1,KWA MUTONGA/KITHUMULA
421,KORONDILLE,1,KWA NJENGA
714,KOSIRAI,1,KWA REUBEN
784,KOTAPUK /LOBEI,1,KWABWAI
704,KOYO-NDURIO,1,KWARE
923,KOYONZO,1,KYANGWITHYA EAST
196,KUBO SOUTH,1,KYELENI
619,KUKU,1,KYENI SOUTH
342,KUKUMBULYU NORTH,1,KYUSO
722,KURGUNGI/SURUNGAI,1,LABASIGALE
726,KURUONGI/SORONGAI,1,LAGBOGHOL SOUTH
439,KUTULO,1,LAINI SABA
652,KWA NJENGA,1,LAKE ZONE
656,KWA REUBEN,1,LAKOLEY SOUTH/BASIR
479,KWABWAI,1,LAMBWE
283,KWAMUTONGA/KITHUMULA,1,LAPUR
654,KWARE,1,LARI/KIRENGA
272,KYANGWITHYA EAST,1,LELAN
313,KYELENI,1,LELMOKWO/NGECHEK
260,KYENI SOUTH,1,LEMBUS
287,KYUSO,1,LEMBUS KWEN
391,LABSIGALE,1,LEMBUS/PERKERRA
429,LAGBOGHOL SOUTH,1,LESHAU PONDO
670,LAINI SABA,1,LETEA
800,LAKEZONE,1,LIBOI
475,LAMBWE,1,LIMURU CENTRAL
797,LAPUR,1,LIMURU EAST
40,LARI /KIRENGO,1,LINDI
407,LEKOLE SOUTH/BASIR,1,LODOKEJEK
599,LELAN,1,LODWAR TOWNSHIP
711,LELMOKWO/NGECHEK,1,LOIMA
559,LEMBUS,1,LOITA
557,LEMBUS KWEN,1,LOIYAMOROCK
555,LEMBUS PERKERRA,1,LOKICHAR
121,LESHAU PONDO,1,LOKICHOGGIO
811,LETEA,1,LOKKORI/KOCHODIN
389,LIBOI,1,LOKORI
44,LIMURU CENTRAL,1,LOLGORIAN
46,LIMURU EAST,1,LOOSUK
668,LINDI,1,LOPUR
770,LODOKEJEK,1,LORENGIPPI/LOKIRIAMA
793,LODWAR TOWNSHIP,1,LOWER KAEWA
783,LOIMA,1,LUMAKANDA
758,LOITA,1,LUNGA LUNGA
565,LOIYAMOROCK,1,LUSHEYA/LUBINU
791,LOKICHAR,1,LWANDANYI
805,LOKICHOGIO,1,LWANDETI
788,LOKKORI/KOCHODIN,1,MAALIMIN
781,LOKORI,1,MABATINI
740,LOLGORIAN,1,MACHAKOS CENTRAL
769,LOOSUK,1,MACKINON
808,LOPUR,1,MACKINON ROAD
782,LORENGIPPI/LOKIRIAMA,1,MADOGO
298,LOWER KAEWA,1,MAENI
906,LUMAKANDA,1,MAGARINI
191,LUNGA LUNGA,1,MAGUMONI
929,LUSHEYA/LUBINU,1,MAGUMU
847,LWANDANYI,1,MAGUTU
904,LWANDETI,1,MAHOO
404,MAALIMIN,1,MAKIMA
683,MABATINI,1,MAKINA
303,MACHAKOS CENTRAL,1,MAKINDU
182,MACKINON,1,MAKONGENI
186,MACKINON ROAD,1,MAKUTANO
233,MADOGO,1,MAKUYU
839,MAENI,1,MALABA CENTRAL
169,MAGARINI,1,MALABA NORTH
381,MAGUMONI,1,MALABA SOUTH
116,MAGUMU,1,MALAHA/ISINGO
137,MAGUTU,1,MALAHA/ISONGO/MAKUNGA
216,MAHOO,1,MALAKISI
253,MAKIMA,1,MALINDI TOWN
669,MAKINA,1,MALKAGUFU
341,MAKINDU,1,MANG'U
678,MAKONGENI,1,MANYATTA 'B'
774,MAKUTANO,1,MARA
103,MAKUYU,1,MARACHI CENTRAL
884,MALABA CENTRAL,1,MARACHI EAST
887,MALABA NORTH,1,MARACHI NORTH
888,MALABA SOUTH,1,MARACHI WEST
927,MALAHA /ISONGO,1,MARAFA
930,MALAHA/ISINGO,1,MARAKA
849,MALAKISI,1,MARAKARU/TUUTI
175,MALINDI,1,MARALAL
176,MALINDI TOWN,1,MARAMA CENTRAL
423,MALKA GHUF,1,MARAMA SOUTH
1,MANGU,1,MARAMA WEST
501,MANYATTA B,1,MARENYO - SHIANDA
751,MARA,1,MARIAKANI
709,MARABA,1,MARIGAT
867,MARACH WEST,1,MARINGO/HAMZA
869,MARACHI CENTRAL,1,MARKET MILIMANI
870,MARACHI EAST,1,MARUNGU
868,MARACHI NORTH,1,MASALANI
171,MARAFA,1,MASII
856,MARAKA,1,MASINGA CENTRAL
834,MARAKARU/TUUTI,1,MASOGO/NYANG'OMA
768,MARALAL,1,MASONGALENI
895,MARAMA CENTRAL,1,MASOOL
898,MARAMA SOUTH,1,MATA
896,MARAMA WEST,1,MATAPATO NORTH
897,MARENYO/SHIANDA,1,MATAPATO SOUTH
164,MARIAKANI,1,MATHARE NORTH
551,MARIGAT/EWALEL/KIMONDIS,1,MATULO
675,MARINGO/HAMZA,1,MATUNGULU EAST
494,MARKET MILIMANI,1,MATUNGULU NORTH
224,MARUNGU,1,MATUNGULU WEST
400,MASALANI,1,MATUU
324,MASII,1,MAUTUMA
310,MASINGA CENTRAL,1,MAVINDINI
511,MASOGO/NYANG'OMA,1,MAVUMBO
340,MASONGALENI,1,MAVURIA
826,MASOOL,1,MAYENJE
217,MATA,1,MAYONI
605,MATAPA NORTH,1,MBAKALO
606,MATAPA SOUTH,1,MBALE/WUNDANYI
691,MATHARE NORTH,1,MBETI NORTH
860,MATULO,1,MBETI SOUTH
314,MATUNGULU EAST,1,MBIRI
315,MATUNGULU NORTH,1,MBIRIKANI/ESELENKEI
316,MATUNGULU WEST,1,MBITINI
331,MATUU,1,MBOGHONI
903,MAUTUMA,1,MBOLOLO
356,MAVINDINI,1,MBOONI
187,MAVUMBO,1,MELELO
250,MAVURIA,1,MELILI
876,MAYENJE,1,MERIGI
926,MAYONI,1,MERTI
855,MBAKALO,1,METKEI
228,MBALE/WUNDANYI,1,MFANGANO ISLAND
257,MBETI NORTH,1,MGHANGE/MWANDA
252,MBETI SOUTH,1,MIGOSI
95,MBIRI,1,MIGWANI
617,MBIRIKANI/ESELENKEI,1,MIKINDUNI
352,MBITINI,1,MILIMA
213,MBOGHONI,1,MIRANGINE
223,MBOLOLO,1,MISIKHU
362,MBOONI,1,MITABONI
754,MELELO,1,MITUNGUU
747,MELILI,1,MIWANI
576,MERIGI,1,MKOMANI
268,MERTI,1,MKONGANI
590,METKEI,1,MKUNUMBI
477,MFANGANO ISLAND,1,MLANGO KUBWA
230,MGHANGE/MWANDA,1,MNARANI
489,MIGOSI,1,MOCHONGOI
292,MIGWANI,1,MOGONDO
238,MIKINDUNI,1,MOGOTIO
853,MILIMA,1,MOIBEN
129,MIRANGINE,1,MOKOWE
858,MISIKHU,1,MOSIRO
300,MITAMBONI,1,MOTOSIET
379,MITUUNGU,1,MOUNTAIN VIEW
509,MIWANI,1,MTEPENI
206,MKOMANI,1,MTITO ANDEI
197,MKONGANI,1,MUA
211,MKUNUMBI,1,MUCHATHA
681,MLANGO,1,MUGOIRI
153,MNARANI,1,MUGUGA
553,MOCHONGOI,1,MUGUMO-INI
738,MOGONDO,1,MUGUNDA
561,MOGOTIO,1,MUGURU
596,MOIBEN KUSERWO,1,MUHORONI/KORU
212,MOKOWE,1,MUKAA
624,MOSIRO,1,MUKURE
773,MOTOSIET,1,MUKURWE-INI CENTRAL
702,MOUNTAIN VIEW,1,MUKUTANI
154,MTEPENI,1,MUMBERES/MAJI MAZURI
339,MTITO ANDEI,1,MUMBUNI NORTH
304,MUA,1,MUMIAS NORTH
20,MUCHATHA,1,MUMINJI
94,MUGOIRI,1,MUMONI
28,MUGUGA,1,MURARANDIA
76,MUGUMO-INI,1,MURERA
133,MUGUNDA,1,MURUKA
87,MUGURU,1,MURUNGARU
513,MUHORONI /KORU,1,MUSIKOMA
510,MUHORONI/KORU,1,MUTARAKWA
349,MUKAA/KAITANGO,1,MUTHA
71,MUKURE,1,MUTHESYA
140,MUKURWEINI CENTRAL,1,MUTHETHENI
552,MUKUTANI,1,MUTHITHI
556,MUMBERES/MAJIMAZURI,1,MUTHWANI
305,MUMBUNI NORTH,1,MUTIRA
932,MUMIAS NORTH,1,MUTITO/KALIKU
249,MUMINJI,1,MUTITUNI
289,MUMONI,1,MUTITUNI /NGELANI
97,MURARANDIA,1,MUTONGUNI
15,MURERA,1,MUVAU/KIKUUMINI
81,MURUKA,1,MUVUTI/KIIMA-KIMWE
111,MURUNGARU,1,MWALA /MAKUTANO
836,MUSIKOMA,1,MWALA/MAKUTANO
573,MUTARAKWO,1,MWANAMWINGA
280,MUTHA,1,MWANGANTHIA
311,MUTHESYA,1,MWARAKAYA
325,MUTHETHENI,1,MWATATE
89,MUTHITHI,1,MWAVUMBO
320,MUTHWANI,1,MWAWESA
68,MUTIRA,1,MWEA
